name,attack,attribute,defense,has_materials,has_name_condition,is_extra_deck,is_fusion,is_link,is_pendulum,is_synchro,is_xyz,link_markers,link_number,materials,monster_types,name_condition,number,pendulum_left,pendulum_right,pendulum_text,Type,stars,text
Number 8: Heraldic King Genom-Heritage,2400,LIGHT,1800,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,"2 Level 4 ""Heraldic Beast"" monsters","['Xyz', 'Effect']",,47387961,,,,Psychic,4,"Once per turn: You can target 1 face-up Xyz Monster your opponent controls; this card's name and original ATK become that monster's name and current ATK, and this card's effect becomes that monster's original effect, then that monster's ATK becomes 0 and its effects are negated. These changes last until the End Phase."
Number 91: Thunder Spark Dragon,2400,LIGHT,2000,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,3 Level 4 monsters,"['Xyz', 'Effect']",,84417082,,,,Dragon,4,"Once per turn, you can activate 1 of these effects.
Åú Detach 3 Xyz Materials from this card; destroy all other face-up monsters on the field.
Åú Detach 5 Xyz Materials from this card; destroy all cards your opponent controls."
Number 92: Heart-eartH Dragon,0,DARK,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,3 Level 9 monsters,"['Xyz', 'Effect']",,97403510,,,,Dragon,9,"This card cannot be destroyed by battle, also your opponent takes any battle damage you would have taken from battles involving this card. During your opponent's End Phase: You can detach 1 Xyz Material from this card; banish all cards your opponent currently controls that were Normal or Special Summoned, or were Set, this turn. If this card is destroyed while it has Xyz Material: You can Special Summon this card from the Graveyard. When you do: It gains 1000 ATK for every card currently banished."
Number 93: Utopia Kaiser,2500,LIGHT,2000,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,"2 or more ""Number"" Xyz Monsters, with the same Rank, that have Xyz Material","['Xyz', 'Effect']",,23187256,,,,Warrior,12,"Once per turn: You can Special Summon Rank 9 or lower ""Number"" monsters with 3000 or less ATK that have different Ranks from each other from your Extra Deck, up to the number of Xyz Materials with different names attached to this card, but their effects are negated, then detach 1 Xyz Material from this card. For the rest of this turn, unless this effect was negated, you cannot Special Summon, and any battle damage your opponent takes becomes halved. While you control another ""Number"" Xyz Monster, this card cannot be destroyed by battle or card effects."
Number 94: Crystalzero,2200,WATER,1600,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,2 Level 5 WATER monsters,"['Xyz', 'Effect']",,62070231,,,,Warrior,5,"During either player's turn: You can detach 1 Xyz Material from this card, then target 1 face-up monster on the field; its ATK becomes half its current ATK until the end of your turn."
Number 95: Galaxy-Eyes Dark Matter Dragon,4000,DARK,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,3 Level 9 monsters,"['Xyz', 'Effect']",,58820923,,,,Dragon,9,"You can also Xyz Summon this card by using a ""Galaxy-Eyes"" Xyz Monster you control as the Xyz Material. (Xyz Materials attached to that monster also become Xyz Materials on this card.) Cannot be used as an Xyz Material for an Xyz Summon. When this card is Xyz Summoned: You can send 3 Dragon-Type monsters with different names from your Deck to the Graveyard; your opponent banishes 3 monsters from their Deck. You can detach 1 Xyz Material from this card; this card can make up to 2 attacks on monsters during each Battle Phase this turn."
Number 96: Dark Mist,100,DARK,1000,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,3 Level 2 monsters,"['Xyz', 'Effect']",,55727845,,,,Fiend,2,"Once per battle, during either player's turn, when an attack is declared involving this card and an opponent's monster: You can detach 1 Xyz Material from this card; halve the ATK of the opponent's monster, and if you do, this card gains that same amount of ATK."
Number 98: Antitopian,2000,DARK,2500,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,2 Level 4 monsters,"['Xyz', 'Effect']",,55470553,,,,Warrior,4,"When any player's monster declares an attack: You can detach 1 Xyz Material from this card; change that monster to Defense Position. During either player's turn, while this card is in your Graveyard: You can target 1 ""Utopia"" monster on the field; Special Summon this card in Defense Position, and if you do, attach that monster to this card as an Xyz Material. You can only use this effect of ""Number 98: Antitopian"" once per turn."
Number 99: Utopic Dragon,4000,LIGHT,2000,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,3 Level 10 monsters,"['Xyz', 'Effect']",,51543904,,,,Dragon,10,"You can also Xyz Summon this card by discarding 1 ""Rank-Up-Magic"" Spell Card and using a ""Utopia"" monster you control as the Xyz Material. (Xyz Materials attached to that monster also become Xyz Materials on this card.) Once per turn: You can target 1 ""Number"" monster in your Graveyard; Special Summon it in Defense Position, but its effects are negated. During either player's turn, when a monster effect is activated that targets this face-up card: You can detach 1 Xyz Material from this card; negate the activation, and if you do, destroy that card."
Number 9: Dyson Sphere,2800,LIGHT,3000,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,2 Level 9 monsters,"['Xyz', 'Effect']",,1992816,,,,Machine,9,"Once per Battle Step, during your opponent's turn, if this card with Xyz Material is attacked: Negate the attack (this is a Quick Effect). When this card is targeted for an attack while it has no Xyz Materials: You can target 2 monsters in your Graveyard; attach those targets to this card as Xyz Materials. During your Main Phase 1: You can detach 1 Xyz Material from this card; this card can attack your opponent directly this turn. Your opponent must control a monster with higher ATK than this card for you to activate and to resolve this effect."
Number C101: Silent Honor DARK,2800,WATER,1500,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,3 Level 5 monsters,"['Xyz', 'Effect']",,12744567,,,,Aqua,5,"Once per turn: You can target 1 Special Summoned monster your opponent controls; attach it to this card as a face-up Xyz Material. When this card is destroyed and sent to the Graveyard while it has Xyz Material: You can Special Summon this card from your Graveyard, then gain LP equal to the original ATK of this card. ""Number 101: Silent Honor ARK"" must be in your Graveyard to activate and to resolve this effect. If this card is Special Summoned this way, it cannot attack for the rest of this turn."
Number C102: Archfiend Seraph,2900,LIGHT,2400,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,4 Level 5 LIGHT monsters,"['Xyz', 'Effect']",,67173574,,,,Fairy,5,"If this face-up card would be destroyed, you can detach 2 Xyz Materials from this card instead. If the last Xyz Material(s) is detached from this card: Inflict 1500 damage to your opponent. If this card has ""Number 102: Star Seraph Sentry"" as an Xyz Material, it gains this effect.
Åú Once per turn: You can detach 1 Xyz Material from this card, then target 1 face-up monster your opponent controls; change that target's ATK to 0, and if you do, negate its effects."
Number C103: Ragnafinity,2800,WATER,2400,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,3 Level 5 monsters,"['Xyz', 'Effect']",,20785975,,,,Fairy,5,"Once per turn, during either player's turn: You can detach 1 Xyz Material from this card, then target 1 face-up monster your opponent controls; inflict damage to your opponent equal to the difference between that monster's original ATK and current ATK, and if you do, banish it. When this card is destroyed and sent to the Graveyard while it has Xyz Material: You can Special Summon this card from your Graveyard. ""Number 103: Ragnazero"" must be in your Graveyard to activate and to resolve this effect."
Number C104: Umbral Horror Masquerade,3000,DARK,1500,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,4 Level 5 monsters,"['Xyz', 'Effect']",,49456901,,,,Spellcaster,5,"When this card is Special Summoned: You can target 1 Spell/Trap Card on the field; destroy that target. If this card has ""Number 104: Masquerade"" as an Xyz material, it gains this effect.
Åú Once per turn, during either player's turn, when a monster effect is activated on your opponent's side of the field: You can detach 1 Xyz Material from this card; negate the activation, then you can send 1 random card from your opponent's hand to the Graveyard, and if you do, halve your opponent's Life Points."
Number C105: Battlin' Boxer Comet Cestus,2800,FIRE,2000,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,4 Level 5 monsters,"['Xyz', 'Effect']",,85121942,,,,Warrior,5,"When this card destroys an opponent's monster by battle and sends it to the Graveyard: Inflict damage to your opponent equal to half the destroyed monster's original ATK. If this card has ""Number 105: Battlin' Boxer Star Cestus"" as an Xyz Material, it gains this effect.
Åú Once per turn: You can detach 1 Xyz Material from this card, then target 1 monster your opponent controls; destroy it, and if you do, inflict damage to your opponent equal to the destroyed monster's ATK on the field."
Number C106: Giant Red Hand,2600,EARTH,2000,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,3 Level 5 monsters,"['Xyz', 'Effect']",,55888045,,,,Rock,5,"If this card has a ""Number"" monster as an Xyz Material, it gains this effect.
Åú Once per turn, during either player's turn, when a card or effect is activated on the field: Detach 1 Xyz Material from this card, and if you do, negate the effects of all other face-up cards currently on the field, until the end of this turn."
Number C107: Neo Galaxy-Eyes Tachyon Dragon,4500,LIGHT,3000,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,3 Level 9 monsters,"['Xyz', 'Effect']",,68396121,,,,Dragon,9,"Once per turn: You can detach 1 Xyz Material from this card; until the end of this turn, negate the effects of all other face-up cards currently on the field, also your opponent cannot activate cards or effects on the field. If this card has ""Number 107: Galaxy-Eyes Tachyon Dragon"" as an Xyz Material, it gains this effect.
Åú You can Tribute 2 monsters; this card can make up to 3 attacks on monsters during each Battle Phase this turn."
Number C15: Gimmick Puppet Giant Hunter,2500,DARK,1500,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,3 Level 9 monsters,"['Xyz', 'Effect']",,33776843,,,,Machine,9,"Once per turn: You can detach 1 Xyz Material from this card, then target 1 card your opponent controls; destroy it, and if you do, and it was a monster, inflict damage to your opponent equal to its original ATK."
Number C32: Shark Drake Veiss,2800,WATER,2100,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,4 Level 4 WATER monsters,"['Xyz', 'Effect']",,49221191,,,,Sea Serpent,4,"You can also Xyz Summon this card by using a ""Number 32: Shark Drake"" you control as the Xyz Material. (Xyz Materials attached to that monster also become Xyz Materials on this card.) During either player's turn, if your Life Points are 1000 or less: You can detach 1 Xyz Material from this card and banish 1 monster from your Graveyard to target 1 face-up monster on the field; that target's ATK and DEF become 0 until the End Phase."
Number C39: Utopia Ray,2500,LIGHT,2000,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,3 Level 4 LIGHT monsters,"['Xyz', 'Effect']",,56840427,,,,Warrior,4,"You can also Xyz Summon this card by using a ""Number 39: Utopia"" you control as the Xyz Material. (Xyz Materials attached to that monster also become Xyz Materials on this card.) You can detach 1 Xyz Material from this card; it gains 500 ATK and 1 monster your opponent controls loses 1000 ATK, until the End Phase. You must have 1000 Life Points or less to activate and to resolve this effect."
Number C39: Utopia Ray V,2600,LIGHT,2000,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,3 Level 5 monsters,"['Xyz', 'Effect']",,66970002,,,,Warrior,5,"When this card in its owner's possession is destroyed by an opponent's card (either by battle or by card effect): You can target 1 Xyz Monster in your Graveyard; return that target to the Extra Deck. If this card has a ""Utopia"" monster as an Xyz Material, it gains this effect.
Åú Once per turn: You can detach 1 Xyz Material from this card, then target 1 monster your opponent controls; destroy that monster, and if you do, inflict damage to your opponent equal to the destroyed monster's ATK on the field."
Number C39: Utopia Ray Victory,2800,LIGHT,2500,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,3 Level 5 monsters,"['Xyz', 'Effect']",,87911394,,,,Warrior,5,"If this card attacks, your opponent cannot activate any Spell/Trap Cards until the end of the Damage Step. If this card has a ""Utopia"" monster as an Xyz Material, it gains this effect.
Åú When this card declares an attack on a face-up monster your opponent controls: You can detach 1 Xyz Material from this card; negate that opponent's face-up monster's effects, also this card gains ATK equal to that opponent's monster's ATK. These changes last until the end of this turn."
Number C40: Gimmick Puppet of Dark Strings,3300,DARK,2000,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,3 Level 9 monsters,"['Xyz', 'Effect']",,69170557,,,,Machine,9,"When this card is Special Summoned: Destroy the monsters with String Counters, and if you do, draw 1 card, then inflict damage to your opponent equal to the highest original ATK among those destroyed monsters in the Graveyard (your choice, if tied). Once per turn: You can detach 1 Xyz Material from this card; place 1 String Counter on each face-up monster your opponent controls."
Number C43: High Manipulator of Chaos,0,DARK,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,4 Level 3 DARK monsters,"['Xyz', 'Effect']",,32446630,,,,Fiend,3,"All Tokens you control can make a second attack during each Battle Phase. If this card has ""Number 43: Manipulator of Souls"" as an Xyz Material, it gains this effect.
Åú Once per turn: You can detach 1 Xyz Material from this card; Special Summon 1 ""Manipulator Token"" (Fiend-Type/DARK/Level 1/ATK ?/DEF ?). (When Summoned, its ATK and DEF each become equal to half the opponent's current LP.)"
Number C5: Chaos Chimera Dragon,0,DARK,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,3 or more Level 6 monsters,"['Xyz', 'Effect']",,69757518,,,,Dragon,6,"This card gains 1000 ATK for each Xyz Material attached to it. If this card attacks, at the end of the Damage Step: You can detach 1 Xyz Material from this card; this card can attack an opponent's monster again in a row. At the end of the Battle Phase: You can pay half your Life Points, then target 2 cards in any Graveyard(s); place 1 of them on top of the Deck, and if you do, attach the other to this card as an Xyz Material."
Number C65: King Overfiend,1600,DARK,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,3 Level 3 DARK monsters,"['Xyz', 'Effect']",,49195710,,,,Fiend,3,"Once per turn: You can detach 1 Xyz Material from this card, then target 1 face-up monster your opponent controls; it loses 1000 ATK and DEF. While this card has ""Number 65: Djinn Buster"" as an Xyz Material, it gains this effect.
Åú Effect Monsters your opponent controls cannot activate their effects."
Number C69: Heraldry Crest of Horror,4000,LIGHT,1800,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,4 Level 5 monsters,"['Xyz', 'Effect']",,11522979,,,,Psychic,5,"When an opponent's monster declares an attack: You can destroy all cards your opponent controls. If this card has ""Number 69: Heraldry Crest"" as an Xyz Material, it gains this effect.
Åú Once per turn: You can detach 1 Xyz Material from this card, then target 1 face-up Xyz Monster your opponent controls; this card gains ATK equal to that face-up monster's original ATK, and if it gains ATK this way, this card's name becomes that monster's, and it gains that monster's original effect. These effects last until the End Phase."
Number C6: Chronomaly Chaos Atlandis,3300,LIGHT,3300,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,3 Level 7 monsters,"['Xyz', 'Effect']",,6387204,,,,Machine,7,"If you activate any of this card's effects, your opponent takes no further damage this turn. Once per turn: You can target 1 monster your opponent controls; equip that target to this card as an Equip Spell Card whose effect makes this card gain 1000 ATK. If this card has ""Number 6: Chronomaly Atlandis"" as an Xyz Material, it gains this effect.
Åú You can detach 3 Xyz Materials from this card and send all ""Number"" monsters equipped by this card's effect to the Graveyard (min. 1); make your opponent's Life Points 100."
Number C73: Abyss Supra Splash,3000,WATER,2000,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,3 Level 6 monsters,"['Xyz', 'Effect']",,96864105,,,,Warrior,6,"If a monster you control battles an opponent's monster, during damage calculation (in either player's turn): You can detach 1 Xyz Material from this card once per battle; your battling monster gains ATK equal to the ATK of the opponent's monster it is battling, during that damage calculation only. If this card has ""Number 73: Abyss Splash"" as Xyz Material, it gains this effect.
Åú This card cannot be destroyed by card effects."
Number C80: Requiem in Berserk,0,DARK,2000,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,3 Level 5 monsters,"['Xyz', 'Effect']",,20563387,,,,Fiend,5,"You can target 1 face-up Xyz Monster you control; equip this monster you control to that target. It gains 2000 ATK. If a monster equipped with this card would be destroyed, destroy this card instead. If this card has ""Number 80: Rhapsody in Berserk"" as an Xyz Material, it gains this effect.
Åú You can detach 1 Xyz Material from this card, then target 1 card on the field; banish that target."
Number C88: Gimmick Puppet Disaster Leo,3500,DARK,2500,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,4 Level 9 monsters,"['Xyz', 'Effect']",,6165656,,,,Machine,9,"Must be Special Summoned with a ""Rank-Up-Magic"" Spell Card targeting ""Number 88: Gimmick Puppet of Leo"", and cannot be Special Summoned by other ways. This card cannot be targeted by card effects. Once per turn: You can detach 1 Xyz Material from this card; inflict 1000 damage to your opponent. During your End Phase, if your opponent's Life Points are 2000 or less, and this card has no Xyz Materials, you win the Duel."
Number C92: Heart-eartH Chaos Dragon,1000,DARK,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,4 Level 10 monsters,"['Xyz', 'Effect']",,47017574,,,,Dragon,10,"Cannot be destroyed by battle. When a monster you control inflicts battle damage to your opponent: You gain Life Points equal to the damage they took. If this card has ""Number 92: Heart-eartH Dragon"" as an Xyz Material, it gains this effect.
Åú Once per turn: You can detach 1 Xyz Material from this card; negate the effects of all face-up cards your opponent currently controls, until the end of this turn. This activation and effect cannot be negated."
Number C96: Dark Storm,1000,DARK,1000,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,4 Level 3 DARK monsters,"['Xyz', 'Effect']",,77205367,,,,Fiend,3,"This card cannot be destroyed by battle, also all battle damage you take from battles involving this card is also inflicted to your opponent. If this card has ""Number 96: Dark Mist"" as an Xyz Material, it gains this effect.
Åú Once per battle, during either player's turn, when an attack is declared involving this card and an opponent's monster: You can detach 1 Xyz Material from this card; the ATK of that opponent's monster becomes 0, and if it does, this card gains ATK equal to the original ATK of the opponent's monster."
Number C9: Chaos Dyson Sphere,3600,LIGHT,3200,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,3 Level 10 monsters,"['Xyz', 'Effect']",,32559361,,,,Machine,10,"At the start of the Damage Step, if this card battles an opponent's monster: You can attach that monster to this card as a face-up Xyz Material. Once per turn: You can inflict 300 damage to your opponent for each Xyz Material attached to this card. If this card has ""Number 9: Dyson Sphere"" as an Xyz Material, it gains this effect.
Åú Once per turn: You can detach any number of Xyz Materials from this card; inflict 800 damage to your opponent for each."
Number F0: Utopic Future,0,LIGHT,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,"2 Xyz Monsters with the same Rank, except ""Number"" monsters","['Xyz', 'Effect']",,65305468,,,,Warrior,,"(This card's original Rank is always treated as 1.)
Cannot be destroyed by battle, and neither player takes any battle damage from attacks involving this card. At the end of the Damage Step, if this card battled an opponent's monster: You can take control of that opponent's monster until the end of the Battle Phase. If this face-up card on the field would be destroyed by a card effect, you can detach 1 Xyz Material from this card instead."
Number F0: Utopic Future - Future Slash,0,LIGHT,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,"2 Xyz Monsters with the same Rank, except ""Number"" monsters","['Xyz', 'Effect']",,43490025,,,,Warrior,,"(This card's original Rank is always treated as 1.)
You can also Xyz Summon this card by using a ""Utopia"" monster or ""Number F0: Utopic Future"" you control as the Xyz Material. (Xyz Materials attached to that monster also become Xyz Materials on this card.) This card gains 500 ATK for each ""Number"" Xyz Monster in the Graveyards. Cannot be destroyed by battle. Once per turn: You can detach 1 Xyz Material from this card; this card can make a second attack during each Battle Phase this turn."
Number S0: Utopic ZEXAL,?,LIGHT,?,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,"3 ""Number"" Xyz Monsters with the same Rank","['Xyz', 'Effect']",,52653092,,,,Warrior,,"(This card's original Rank is always treated as 1.) You can also Xyz Summon this card by discarding 1 ""Rank-Up-Magic"" Normal Spell Card, then using a ""Utopia"" Monster you control as the Xyz Material. (Xyz Materials attached to that monster also become Xyz Materials on this card.) This card's Xyz Summon cannot be negated. When Xyz Summoned, your opponent's cards and effects cannot be activated. This card gains 1000 ATK and DEF for each Xyz Material attached to it. Once per turn, during your opponent's turn: You can detach 1 Xyz Material from this card; your opponent's cards and effects cannot be activated this turn (this is a Quick Effect)."
Number S39: Utopia Prime,2510,LIGHT,2000,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,3 Level 4 LIGHT monsters,"['Xyz', 'Effect']",,86532744,,,,Warrior,4,"You can also Xyz Summon this card by using a ""Number 39: Utopia"" you control as the Xyz Material. (Xyz Materials attached to that monster also become Xyz Materials on this card.) If your opponent's LP is at least 3000 higher than yours: You can detach 3 Xyz Materials from this card and pay LP so that you only have 10 left; destroy as many Special Summoned monsters your opponent controls as possible, and if you do, banish them, then inflict 300 damage to your opponent for each monster banished."
Number S39: Utopia the Lightning,2500,LIGHT,2000,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,3 Level 5 LIGHT monsters,"['Xyz', 'Effect']",,56832966,,,,Warrior,5,"You can also Xyz Summon this card by using a Rank 4 ""Utopia"" monster you control as the Xyz Material. (Xyz Materials attached to that monster also become Xyz Materials on this card.) Cannot be used as an Xyz Material for an Xyz Summon. If this card battles, your opponent cannot activate cards or effects until the end of the Damage Step. Once per Chain, during damage calculation in either player's turn, if this card battles an opponent's monster while this card has a ""Utopia"" Xyz Monster as Xyz Material: You can detach 2 Xyz Materials from this card; this card's ATK becomes 5000 during that damage calculation only."
Numbing Grub in the Ice Barrier,1300,WATER,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,92065772,,,,Insect,4,"When this card is Normal Summoned, select 1 unused Monster Card Zone. While this card is face-up on the field, that selected Monster Card Zone cannot be used."
Numen erat Testudo,1800,WATER,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,83061014,,,,Aqua,5,Neither player can Special Summon monsters with 1800 or less ATK.
Numeral Hunter,1600,LIGHT,1400,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,37115973,,,,Warrior,4,"If this card is Summoned: Return all ""Number"" Xyz Monsters on the field to the Extra Deck. Neither player can Special Summon ""Number"" Xyz Monsters. Cannot be destroyed by battle with an Xyz Monster. This card is unaffected by the effects of Xyz Monsters."
Nuvia the Wicked,2000,DARK,800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,12953226,,,,Fiend,4,"If this monster is Normal Summoned, destroy this card. If your opponent controls any monster, decrease the ATK of this card by 200 points for each monster on your opponent's side of the field."
Oafdragon Magician,2100,WIND,1400,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,"['Pendulum', 'Effect']",,14920218,2,2,"If you have a ""Magician"" card in your other Pendulum Zone: You can add 1 face-up ""Magician"" or ""Odd-Eyes"" Pendulum Monster from your Extra Deck to your hand, except ""Oafdragon Magician"". You can only use this effect of ""Oafdragon Magician"" once per turn.",Spellcaster,6,"If this card is Normal or Special Summoned: You can target 1 ""Magician"" Pendulum Monster or 1 ""Odd-Eyes"" monster in your Graveyard, except ""Oafdragon Magician""; add it to your hand. You can only use this effect of ""Oafdragon Magician"" once per turn."
Obelisk the Tormentor,4000,DIVINE,4000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,None,,,,Divine-Beast,10,"Requires 3 Tributes to Normal Summon (cannot be Normal Set). This card's Normal Summon cannot be negated. When Normal Summoned, cards and effects cannot be activated. Cannot be targeted by Spells, Traps, or card effects. Once per turn, during the End Phase, if this card was Special Summoned: Send it to the Graveyard. You can Tribute 2 monsters; destroy all monsters your opponent controls. This card cannot declare an attack the turn this effect is activated."
Obelisk the Tormentor (original),4000,DIVINE,4000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Normal'],,None,,,,Divine-Beast,10,"The descent of this mighty creature shall be heralded by burning winds and twisted land. And with the coming of this horror, those who draw breath shall know the true meaning of eternal slumber."
Obese Marmot of Nefariousness,750,EARTH,800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Normal'],,56713552,,,,Beast,3,An ill-mannered field varmint that will sink its teeth into anything.
Obnoxious Celtic Guard,1400,EARTH,1200,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,52077741,,,,Warrior,4,Cannot be destroyed by battle with a monster that has 1900 or more ATK.
Obsidian Dragon,800,DARK,2100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,90464188,,,,Rock,4,"Negate the effects of Spell and Trap Cards that target only 1 face-up DARK monster you control, and destroy them."
Ocean Dragon Lord - Neo-Daedalus,2900,WATER,1600,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,10485110,,,,Sea Serpent,8,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by Tributing 1 ""Levia-Dragon - Daedalus"". You can send ""Umi"" you control to the Graveyard to send all cards in both players' hands and on the field to the Graveyard, except this card."
Ocean's Keeper,1500,WATER,1200,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,45045866,,,,Fish,3,"During battle between this attacking card and a Defense Position monster whose DEF is lower than the ATK of this card, inflict the difference as Battle Damage to your opponent. When this card is destroyed by battle, add 1 ""Thousand-Eyes Jellyfish"" or 1 ""Cranium Fish"" from your Deck to your hand."
Octoberser,1600,WATER,1400,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Normal'],,74637266,,,,Aqua,5,"With the head of a fish and the legs of an octopus, this strange creature attacks enemies by flinging spears."
Ocubeam,1550,LIGHT,1650,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Normal'],,86088138,,,,Fairy,5,"Frightening in appearance, this creature uses its large eyes and ears to keep track of any movement."
Odd-Eyes Absolute Dragon,2800,WATER,2500,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,2 Level 7 monsters,"['Xyz', 'Effect']",,16691074,,,,Dragon,7,"When any player's monster declares an attack: You can detach 1 Xyz Material from this card; negate the attack, then you can Special Summon 1 ""Odd-Eyes"" monster from your hand or Graveyard. If this Xyz Summoned card is sent to the Graveyard: You can Special Summon 1 ""Odd-Eyes"" monster from your Extra Deck, except ""Odd-Eyes Absolute Dragon"". You can only use each effect of ""Odd-Eyes Absolute Dragon"" once per turn."
Odd-Eyes Arc Pendulum Dragon,2700,DARK,2000,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,"['Pendulum', 'Normal']",,14105623,8,8,"If an ""Odd-Eyes"" card(s) you control is destroyed by battle or card effect: You can Special Summon 1 ""Odd-Eyes"" monster from your hand, Deck, or GY. You can only use this effect of ""Odd-Eyes Arc Pendulum Dragon"" once per turn.",Dragon,7,"Made from miracles, this valiant and beautiful dragon has gleaming eyes that reflect an arc drawn in the sky."
Odd-Eyes Dragon,2500,DARK,2000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,53025096,,,,Dragon,7,If this card destroys an opponent's monster by battle and sends it to the Graveyard: Inflict damage to your opponent equal to half the original ATK of that monster in the Graveyard.
Odd-Eyes Gravity Dragon,2800,EARTH,2500,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,"['Ritual', 'Effect']",,23851033,,,,Dragon,7,"You can Ritual Summon this card with ""Odd-Eyes Advent"". When this card is Special Summoned: You can return all Spell and Trap Cards your opponent controls to the hand. Your opponent cannot activate cards or effects in response to this effect's activation. You can only use this effect of ""Odd-Eyes Gravity Dragon"" once per turn. Your opponent must pay 500 LP to activate card effects."
